student_id,date_registered,first_date_watched,first_date_purchased,date_diff_reg_watch,date_diff_watch_purch
255192,2021-12-01,NULL,NULL,NULL,NULL
255193,2021-12-01,2021-12-01,NULL,0,NULL
255194,2021-12-01,2021-12-01,NULL,0,NULL
255195,2021-12-01,NULL,NULL,NULL,NULL
255196,2021-12-01,NULL,2021-12-01,NULL,NULL
255197,2021-12-01,NULL,NULL,NULL,NULL
255198,2021-12-01,2022-02-17,NULL,78,NULL
255199,2021-12-01,2021-12-01,NULL,0,NULL
255200,2021-12-01,2021-12-01,NULL,0,NULL
255201,2021-12-01,2021-12-02,2021-12-01,1,-1
255202,2021-12-01,2021-12-01,NULL,0,NULL
255203,2021-12-01,2021-12-01,2021-12-01,0,0
255204,2021-12-01,2021-12-01,2021-12-01,0,0
255205,2021-12-01,2021-12-01,NULL,0,NULL
255206,2021-12-01,2021-12-01,2021-12-02,0,1
255207,2021-12-01,2021-12-01,2021-12-01,0,0
255208,2021-12-01,NULL,NULL,NULL,NULL
255209,2021-12-01,2021-12-01,NULL,0,NULL
255210,2021-12-01,NULL,NULL,NULL,NULL
255211,2021-12-01,2021-12-02,NULL,1,NULL
255212,2021-12-01,NULL,NULL,NULL,NULL
255213,2021-12-01,NULL,NULL,NULL,NULL
255214,2021-12-01,NULL,NULL,NULL,NULL
255215,2021-12-01,2021-12-30,NULL,29,NULL
255216,2021-12-01,NULL,NULL,NULL,NULL
255217,2021-12-01,NULL,NULL,NULL,NULL
255218,2021-12-01,2021-12-01,2021-12-01,0,0
255219,2021-12-01,NULL,NULL,NULL,NULL
255220,2021-12-01,2022-01-25,2021-12-01,55,-55
255221,2021-12-01,NULL,NULL,NULL,NULL
255222,2021-12-01,2021-12-01,NULL,0,NULL
255223,2021-12-01,NULL,NULL,NULL,NULL
255224,2021-12-01,NULL,2021-12-01,NULL,NULL
255225,2021-12-01,NULL,NULL,NULL,NULL
255226,2021-12-01,2022-07-19,2021-12-01,230,-230
255227,2021-12-01,2022-02-01,NULL,62,NULL
255228,2021-12-01,NULL,NULL,NULL,NULL
255229,2021-12-01,NULL,NULL,NULL,NULL
255230,2021-12-01,NULL,NULL,NULL,NULL
255231,2021-12-01,2021-12-16,2021-12-01,15,-15
255232,2021-12-01,2021-12-07,2021-12-01,6,-6
255233,2021-12-01,NULL,NULL,NULL,NULL
255234,2021-12-01,NULL,NULL,NULL,NULL
255235,2021-12-01,2021-12-01,NULL,0,NULL
255236,2021-12-01,NULL,NULL,NULL,NULL
255237,2021-12-01,NULL,NULL,NULL,NULL
255238,2021-12-01,2021-12-01,NULL,0,NULL
255239,2021-12-01,2021-12-01,NULL,0,NULL
255240,2021-12-01,NULL,NULL,NULL,NULL
255241,2021-12-01,2022-01-26,2022-03-21,56,54
255242,2021-12-01,NULL,NULL,NULL,NULL
255243,2021-12-01,2021-12-01,2021-12-01,0,0
255244,2021-12-01,NULL,NULL,NULL,NULL
255245,2021-12-01,2021-12-01,NULL,0,NULL
255246,2021-12-01,2021-12-01,NULL,0,NULL
255247,2021-12-01,NULL,NULL,NULL,NULL
255248,2021-12-01,NULL,NULL,NULL,NULL
255249,2021-12-01,NULL,NULL,NULL,NULL
255250,2021-12-01,NULL,NULL,NULL,NULL
255251,2021-12-01,NULL,NULL,NULL,NULL
255252,2021-12-01,NULL,NULL,NULL,NULL
255253,2021-12-01,2021-12-01,NULL,0,NULL
255254,2021-12-01,2021-12-03,NULL,2,NULL
255255,2021-12-01,2021-12-15,2021-12-01,14,-14
255256,2021-12-01,NULL,NULL,NULL,NULL
255257,2021-12-01,2021-12-02,2021-12-01,1,-1
255258,2021-12-01,NULL,NULL,NULL,NULL
255259,2021-12-01,2022-01-12,2021-12-01,42,-42
255260,2021-12-01,2021-12-01,NULL,0,NULL
255261,2021-12-01,2021-12-07,NULL,6,NULL
255262,2021-12-01,2021-12-24,2021-12-24,23,0
255263,2021-12-01,NULL,NULL,NULL,NULL
255264,2021-12-01,NULL,NULL,NULL,NULL
255265,2021-12-01,NULL,2021-12-01,NULL,NULL
255266,2021-12-01,NULL,NULL,NULL,NULL
255267,2021-12-01,2022-01-23,2021-12-01,53,-53
255268,2021-12-01,2021-12-01,2021-12-28,0,27
255269,2021-12-01,2021-12-01,2021-12-01,0,0
255270,2021-12-01,NULL,NULL,NULL,NULL
255271,2021-12-01,2021-12-01,2021-12-01,0,0
255272,2021-12-01,2021-12-01,2021-12-01,0,0
255273,2021-12-01,NULL,NULL,NULL,NULL
255274,2021-12-01,NULL,NULL,NULL,NULL
255275,2021-12-01,2022-03-03,2021-12-01,92,-92
255276,2021-12-01,NULL,NULL,NULL,NULL
255277,2021-12-01,2022-05-31,2021-12-01,181,-181
255278,2021-12-01,NULL,NULL,NULL,NULL
255279,2021-12-01,2021-12-01,2021-12-01,0,0
255280,2021-12-01,2021-12-04,2021-12-04,3,0
255281,2021-12-01,NULL,NULL,NULL,NULL
255282,2021-12-01,2021-12-20,2021-12-01,19,-19
255283,2021-12-01,2021-12-05,NULL,4,NULL
255284,2021-12-01,NULL,NULL,NULL,NULL
255285,2021-12-01,2021-12-07,NULL,6,NULL
255286,2021-12-01,2021-12-02,NULL,1,NULL
255287,2021-12-01,2021-12-01,NULL,0,NULL
255288,2021-12-01,NULL,NULL,NULL,NULL
255289,2021-12-01,NULL,NULL,NULL,NULL
255290,2021-12-01,NULL,NULL,NULL,NULL
255291,2021-12-01,NULL,NULL,NULL,NULL
255292,2021-12-01,NULL,NULL,NULL,NULL
255293,2021-12-01,NULL,NULL,NULL,NULL
255294,2021-12-01,2021-12-01,NULL,0,NULL
255295,2021-12-01,NULL,NULL,NULL,NULL
255297,2021-12-01,2021-12-01,NULL,0,NULL
255298,2021-12-01,NULL,2021-12-01,NULL,NULL
255299,2021-12-01,NULL,NULL,NULL,NULL
255300,2021-12-01,NULL,NULL,NULL,NULL
255301,2021-12-01,2022-08-27,NULL,269,NULL
255302,2021-12-01,2021-12-01,NULL,0,NULL
255303,2021-12-01,NULL,NULL,NULL,NULL
255304,2021-12-01,NULL,NULL,NULL,NULL
255305,2021-12-01,NULL,NULL,NULL,NULL
255306,2021-12-01,2021-12-01,2021-12-02,0,1
255307,2021-12-01,NULL,NULL,NULL,NULL
255308,2021-12-01,NULL,NULL,NULL,NULL
255309,2021-12-01,2021-12-01,NULL,0,NULL
255310,2021-12-01,2021-12-01,NULL,0,NULL
255311,2021-12-01,NULL,NULL,NULL,NULL
255312,2021-12-01,2021-12-01,2021-12-01,0,0
255313,2021-12-01,NULL,NULL,NULL,NULL
255314,2021-12-01,NULL,NULL,NULL,NULL
255315,2021-12-01,2021-12-01,2021-12-01,0,0
255316,2021-12-01,NULL,NULL,NULL,NULL
255317,2021-12-01,NULL,NULL,NULL,NULL
255318,2021-12-01,2021-12-01,2021-12-01,0,0
255319,2021-12-01,2021-12-01,NULL,0,NULL
255320,2021-12-01,NULL,NULL,NULL,NULL
255321,2021-12-01,NULL,NULL,NULL,NULL
255322,2021-12-01,NULL,NULL,NULL,NULL
255323,2021-12-01,NULL,NULL,NULL,NULL
255324,2021-12-01,2021-12-02,2021-12-01,1,-1
255325,2021-12-01,NULL,NULL,NULL,NULL
255326,2021-12-01,NULL,NULL,NULL,NULL
255327,2021-12-01,NULL,NULL,NULL,NULL
255328,2021-12-01,NULL,NULL,NULL,NULL
255329,2021-12-01,2022-06-06,NULL,187,NULL
255330,2021-12-01,NULL,NULL,NULL,NULL
255331,2021-12-01,2021-12-01,NULL,0,NULL
255332,2021-12-01,2021-12-01,2021-12-01,0,0
255333,2021-12-01,2022-05-21,2021-12-01,171,-171
255334,2021-12-01,NULL,NULL,NULL,NULL
255335,2021-12-01,2021-12-01,2021-12-01,0,0
255336,2021-12-01,NULL,NULL,NULL,NULL
255337,2021-12-01,NULL,NULL,NULL,NULL
255338,2021-12-01,2021-12-01,2021-12-01,0,0
255339,2021-12-01,NULL,2021-12-01,NULL,NULL
255340,2021-12-01,2021-12-01,NULL,0,NULL
255341,2021-12-01,2021-12-02,2021-12-01,1,-1
255342,2021-12-01,2021-12-04,2021-12-01,3,-3
255343,2021-12-01,2022-05-23,2021-12-01,173,-173
255344,2021-12-01,2021-12-01,2021-12-01,0,0
255345,2021-12-01,2021-12-01,NULL,0,NULL
255346,2021-12-01,2021-12-01,2021-12-01,0,0
255347,2021-12-01,2021-12-01,NULL,0,NULL
255348,2021-12-01,2021-12-01,2021-12-01,0,0
255349,2021-12-01,2021-12-01,2021-12-01,0,0
255350,2021-12-01,NULL,NULL,NULL,NULL
255351,2021-12-01,2021-12-01,NULL,0,NULL
255352,2021-12-01,NULL,NULL,NULL,NULL
255353,2021-12-01,2022-02-08,2021-12-01,69,-69
255354,2021-12-01,2022-02-24,2021-12-01,85,-85
255355,2021-12-01,NULL,NULL,NULL,NULL
255356,2021-12-01,NULL,NULL,NULL,NULL
255357,2021-12-01,2021-12-02,2021-12-01,1,-1
255358,2021-12-02,2021-12-02,NULL,0,NULL
255359,2021-12-02,2021-12-06,2021-12-02,4,-4
255360,2021-12-02,NULL,NULL,NULL,NULL
255361,2021-12-02,2021-12-02,NULL,0,NULL
255362,2021-12-02,NULL,NULL,NULL,NULL
255363,2021-12-02,2021-12-02,NULL,0,NULL
255364,2021-12-02,NULL,NULL,NULL,NULL
255365,2021-12-02,2021-12-02,NULL,0,NULL
255366,2021-12-02,2022-03-12,2021-12-02,100,-100
255367,2021-12-02,2021-12-02,2021-12-06,0,4
255368,2021-12-02,2021-12-02,NULL,0,NULL
255369,2021-12-02,NULL,NULL,NULL,NULL
255370,2021-12-02,NULL,NULL,NULL,NULL
255371,2021-12-02,NULL,2021-12-02,NULL,NULL
255372,2021-12-02,2021-12-02,2021-12-02,0,0
255373,2021-12-02,NULL,2021-12-02,NULL,NULL
255374,2021-12-02,NULL,2021-12-02,NULL,NULL
255375,2021-12-02,2021-12-02,NULL,0,NULL
255376,2021-12-02,NULL,NULL,NULL,NULL
255377,2021-12-02,2021-12-02,NULL,0,NULL
255378,2021-12-02,2021-12-02,2021-12-02,0,0
255379,2021-12-02,NULL,NULL,NULL,NULL
255380,2021-12-02,NULL,NULL,NULL,NULL
255381,2021-12-02,2021-12-02,NULL,0,NULL
255382,2021-12-02,2021-12-02,NULL,0,NULL
255383,2021-12-02,NULL,NULL,NULL,NULL
255384,2021-12-02,2022-01-29,NULL,58,NULL
255385,2021-12-02,NULL,NULL,NULL,NULL
255386,2021-12-02,NULL,NULL,NULL,NULL
255387,2021-12-02,NULL,NULL,NULL,NULL
255388,2021-12-02,NULL,NULL,NULL,NULL
255389,2021-12-02,2021-12-02,NULL,0,NULL
255390,2021-12-02,NULL,NULL,NULL,NULL
255391,2021-12-02,2021-12-02,2021-12-02,0,0
255392,2021-12-02,NULL,NULL,NULL,NULL
255393,2021-12-02,2021-12-15,2021-12-02,13,-13
255394,2021-12-02,NULL,NULL,NULL,NULL
255395,2021-12-02,NULL,NULL,NULL,NULL
255396,2021-12-02,2021-12-02,2021-12-06,0,4
255397,2021-12-02,2021-12-02,2021-12-02,0,0
255398,2021-12-02,2021-12-02,NULL,0,NULL
255399,2021-12-02,NULL,NULL,NULL,NULL
255400,2021-12-02,2021-12-02,NULL,0,NULL
255401,2021-12-02,NULL,NULL,NULL,NULL
255402,2021-12-02,2021-12-03,2021-12-02,1,-1
255403,2021-12-02,NULL,NULL,NULL,NULL
255404,2021-12-02,2022-09-05,NULL,277,NULL
255405,2021-12-02,2021-12-08,2021-12-02,6,-6
255406,2021-12-02,2021-12-02,2021-12-02,0,0
255407,2021-12-02,2021-12-02,NULL,0,NULL
255408,2021-12-02,NULL,NULL,NULL,NULL
255409,2021-12-02,2021-12-03,2021-12-02,1,-1
255410,2021-12-02,NULL,NULL,NULL,NULL
255411,2021-12-02,NULL,NULL,NULL,NULL
255412,2021-12-02,NULL,NULL,NULL,NULL
255413,2021-12-02,2021-12-02,NULL,0,NULL
255414,2021-12-02,2021-12-02,NULL,0,NULL
255415,2021-12-02,NULL,NULL,NULL,NULL
255416,2021-12-02,NULL,NULL,NULL,NULL
255417,2021-12-02,NULL,NULL,NULL,NULL
255418,2021-12-02,NULL,NULL,NULL,NULL
255419,2021-12-02,2021-12-02,NULL,0,NULL
255420,2021-12-02,NULL,NULL,NULL,NULL
255421,2021-12-02,2022-02-17,NULL,77,NULL
255422,2021-12-02,2021-12-02,NULL,0,NULL
255423,2021-12-02,NULL,NULL,NULL,NULL
255424,2021-12-02,NULL,NULL,NULL,NULL
255425,2021-12-02,2021-12-02,NULL,0,NULL
255426,2021-12-02,2021-12-02,NULL,0,NULL
255427,2021-12-02,NULL,NULL,NULL,NULL
255428,2021-12-02,NULL,NULL,NULL,NULL
255429,2021-12-02,NULL,NULL,NULL,NULL
255430,2021-12-02,NULL,NULL,NULL,NULL
255431,2021-12-02,2021-12-02,NULL,0,NULL
255432,2021-12-02,NULL,NULL,NULL,NULL
255433,2021-12-02,2021-12-24,NULL,22,NULL
255434,2021-12-02,NULL,NULL,NULL,NULL
255435,2021-12-02,2021-12-02,NULL,0,NULL
255436,2021-12-02,NULL,NULL,NULL,NULL
255437,2021-12-02,NULL,NULL,NULL,NULL
255438,2021-12-02,NULL,NULL,NULL,NULL
255439,2021-12-02,2021-12-02,NULL,0,NULL
255440,2021-12-02,NULL,NULL,NULL,NULL
255441,2021-12-02,2021-12-02,NULL,0,NULL
255442,2021-12-02,2021-12-02,NULL,0,NULL
255443,2021-12-02,2021-12-02,NULL,0,NULL
255444,2021-12-02,2021-12-02,NULL,0,NULL
255445,2021-12-02,NULL,2021-12-02,NULL,NULL
255446,2021-12-02,NULL,NULL,NULL,NULL
255447,2021-12-02,2021-12-02,NULL,0,NULL
255448,2021-12-02,NULL,NULL,NULL,NULL
255449,2021-12-02,2021-12-02,2021-12-05,0,3
255450,2021-12-02,NULL,NULL,NULL,NULL
255451,2021-12-02,2021-12-02,NULL,0,NULL
255452,2021-12-02,2021-12-02,NULL,0,NULL
255453,2021-12-02,NULL,NULL,NULL,NULL
255454,2021-12-02,NULL,NULL,NULL,NULL
255455,2021-12-02,2021-12-02,NULL,0,NULL
255456,2021-12-02,NULL,NULL,NULL,NULL
255457,2021-12-02,NULL,NULL,NULL,NULL
255458,2021-12-02,NULL,NULL,NULL,NULL
255459,2021-12-02,NULL,NULL,NULL,NULL
255460,2021-12-02,NULL,NULL,NULL,NULL
255461,2021-12-02,NULL,NULL,NULL,NULL
255462,2021-12-02,2021-12-02,NULL,0,NULL
255463,2021-12-02,NULL,NULL,NULL,NULL
255464,2021-12-02,2021-12-02,NULL,0,NULL
255465,2021-12-02,2021-12-02,NULL,0,NULL
255466,2021-12-02,NULL,NULL,NULL,NULL
255467,2021-12-02,NULL,NULL,NULL,NULL
255468,2021-12-02,NULL,NULL,NULL,NULL
255469,2021-12-02,NULL,NULL,NULL,NULL
255470,2021-12-02,NULL,NULL,NULL,NULL
255471,2021-12-02,NULL,NULL,NULL,NULL
255472,2021-12-02,2022-07-31,2022-03-29,241,-124
255473,2021-12-02,NULL,NULL,NULL,NULL
255474,2021-12-02,NULL,2021-12-02,NULL,NULL
255475,2021-12-02,NULL,NULL,NULL,NULL
255476,2021-12-02,2021-12-02,NULL,0,NULL
255477,2021-12-02,2021-12-02,NULL,0,NULL
255478,2021-12-02,2021-12-03,NULL,1,NULL
255479,2021-12-02,2021-12-02,NULL,0,NULL
255480,2021-12-02,2021-12-13,NULL,11,NULL
255481,2021-12-02,2021-12-04,NULL,2,NULL
255482,2021-12-02,NULL,NULL,NULL,NULL
255483,2021-12-02,NULL,NULL,NULL,NULL
255484,2021-12-02,NULL,NULL,NULL,NULL
255485,2021-12-02,NULL,NULL,NULL,NULL
255486,2021-12-02,2021-12-09,2021-12-02,7,-7
255487,2021-12-02,NULL,NULL,NULL,NULL
255488,2021-12-02,2021-12-04,2021-12-04,2,0
255489,2021-12-02,NULL,NULL,NULL,NULL
255490,2021-12-02,NULL,NULL,NULL,NULL
255491,2021-12-02,NULL,NULL,NULL,NULL
255492,2021-12-02,2021-12-03,NULL,1,NULL
255493,2021-12-02,2021-12-02,NULL,0,NULL
255494,2021-12-02,2021-12-02,NULL,0,NULL
255495,2021-12-02,2021-12-02,NULL,0,NULL
255496,2021-12-02,2021-12-03,NULL,1,NULL
255497,2021-12-02,NULL,NULL,NULL,NULL
255498,2021-12-02,2021-12-02,NULL,0,NULL
255499,2021-12-02,NULL,NULL,NULL,NULL
255500,2021-12-02,NULL,NULL,NULL,NULL
255501,2021-12-02,NULL,NULL,NULL,NULL
255502,2021-12-02,2021-12-02,NULL,0,NULL
255503,2021-12-02,NULL,NULL,NULL,NULL
255504,2021-12-02,NULL,NULL,NULL,NULL
255505,2021-12-02,NULL,NULL,NULL,NULL
255506,2021-12-02,NULL,NULL,NULL,NULL
255507,2021-12-02,NULL,NULL,NULL,NULL
255508,2021-12-02,2021-12-08,NULL,6,NULL
255509,2021-12-02,2021-12-02,NULL,0,NULL
255510,2021-12-02,NULL,NULL,NULL,NULL
255511,2021-12-02,2022-04-17,NULL,136,NULL
255512,2021-12-02,NULL,NULL,NULL,NULL
255513,2021-12-02,2021-12-02,NULL,0,NULL
255514,2021-12-03,NULL,NULL,NULL,NULL
255515,2021-12-03,2021-12-03,NULL,0,NULL
255516,2021-12-03,2021-12-03,NULL,0,NULL
255517,2021-12-03,2021-12-03,NULL,0,NULL
255518,2021-12-03,NULL,NULL,NULL,NULL
255519,2021-12-03,NULL,NULL,NULL,NULL
255520,2021-12-03,NULL,NULL,NULL,NULL
255521,2021-12-03,2021-12-03,NULL,0,NULL
255522,2021-12-03,NULL,NULL,NULL,NULL
255523,2021-12-03,2021-12-03,NULL,0,NULL
255524,2021-12-03,2021-12-03,NULL,0,NULL
255525,2021-12-03,2021-12-03,NULL,0,NULL
255526,2021-12-03,NULL,NULL,NULL,NULL
255527,2021-12-03,NULL,NULL,NULL,NULL
255528,2021-12-03,NULL,NULL,NULL,NULL
255529,2021-12-03,2021-12-03,2021-12-07,0,4
255530,2021-12-03,NULL,NULL,NULL,NULL
255531,2021-12-03,NULL,NULL,NULL,NULL
255532,2021-12-03,2021-12-03,NULL,0,NULL
255533,2021-12-03,2021-12-03,NULL,0,NULL
255534,2021-12-03,2021-12-03,2021-12-06,0,3
255535,2021-12-03,NULL,NULL,NULL,NULL
255536,2021-12-03,NULL,NULL,NULL,NULL
255537,2021-12-03,NULL,NULL,NULL,NULL
255538,2021-12-03,NULL,NULL,NULL,NULL
255539,2021-12-03,NULL,NULL,NULL,NULL
255540,2021-12-03,NULL,NULL,NULL,NULL
255541,2021-12-03,NULL,NULL,NULL,NULL
255542,2021-12-03,NULL,NULL,NULL,NULL
255543,2021-12-03,NULL,NULL,NULL,NULL
255544,2021-12-03,NULL,NULL,NULL,NULL
255545,2021-12-03,NULL,NULL,NULL,NULL
255546,2021-12-03,NULL,NULL,NULL,NULL
255547,2021-12-03,2021-12-03,NULL,0,NULL
255548,2021-12-03,2021-12-03,NULL,0,NULL
255549,2021-12-03,NULL,NULL,NULL,NULL
255550,2021-12-03,2021-12-03,NULL,0,NULL
255551,2021-12-03,NULL,NULL,NULL,NULL
255552,2021-12-03,NULL,NULL,NULL,NULL
255553,2021-12-03,2021-12-03,NULL,0,NULL
255554,2021-12-03,2021-12-03,NULL,0,NULL
255555,2021-12-03,2021-12-03,NULL,0,NULL
255556,2021-12-03,2021-12-03,NULL,0,NULL
255557,2021-12-03,NULL,NULL,NULL,NULL
255558,2021-12-03,2021-12-03,NULL,0,NULL
255559,2021-12-03,2021-12-03,NULL,0,NULL
255560,2021-12-03,NULL,NULL,NULL,NULL
255561,2021-12-03,2021-12-06,NULL,3,NULL
255562,2021-12-03,NULL,NULL,NULL,NULL
255563,2021-12-03,2021-12-03,2021-12-03,0,0
255564,2021-12-03,NULL,NULL,NULL,NULL
255565,2021-12-03,NULL,NULL,NULL,NULL
255566,2021-12-03,NULL,NULL,NULL,NULL
255567,2021-12-03,NULL,NULL,NULL,NULL
255568,2021-12-03,NULL,NULL,NULL,NULL
255569,2021-12-03,NULL,NULL,NULL,NULL
255570,2021-12-03,NULL,NULL,NULL,NULL
255571,2021-12-03,NULL,NULL,NULL,NULL
255572,2021-12-03,2021-12-03,NULL,0,NULL
255573,2021-12-03,NULL,NULL,NULL,NULL
255574,2021-12-03,NULL,NULL,NULL,NULL
255575,2021-12-03,NULL,NULL,NULL,NULL
255576,2021-12-03,NULL,NULL,NULL,NULL
255577,2021-12-03,NULL,NULL,NULL,NULL
255578,2021-12-03,2021-12-03,NULL,0,NULL
255579,2021-12-03,NULL,NULL,NULL,NULL
255580,2021-12-03,2021-12-03,NULL,0,NULL
255581,2021-12-03,2021-12-03,NULL,0,NULL
255582,2021-12-03,NULL,NULL,NULL,NULL
255583,2021-12-03,NULL,NULL,NULL,NULL
255584,2021-12-03,NULL,NULL,NULL,NULL
255585,2021-12-03,2021-12-03,NULL,0,NULL
255586,2021-12-03,NULL,NULL,NULL,NULL
255587,2021-12-03,2021-12-03,NULL,0,NULL
255588,2021-12-03,NULL,NULL,NULL,NULL
255589,2021-12-03,2021-12-10,2021-12-10,7,0
255590,2021-12-03,NULL,NULL,NULL,NULL
255591,2021-12-03,NULL,NULL,NULL,NULL
255592,2021-12-03,2021-12-07,NULL,4,NULL
255593,2021-12-03,2021-12-03,NULL,0,NULL
255594,2021-12-03,NULL,NULL,NULL,NULL
255595,2021-12-03,2021-12-05,2021-12-09,2,4
255596,2021-12-03,NULL,NULL,NULL,NULL
255597,2021-12-03,NULL,NULL,NULL,NULL
255598,2021-12-03,2021-12-03,NULL,0,NULL
255599,2021-12-03,2021-12-15,2021-12-13,12,-2
255600,2021-12-03,NULL,NULL,NULL,NULL
255601,2021-12-03,NULL,NULL,NULL,NULL
255602,2021-12-03,NULL,NULL,NULL,NULL
255603,2021-12-03,2021-12-03,NULL,0,NULL
255604,2021-12-03,NULL,NULL,NULL,NULL
255605,2021-12-03,NULL,NULL,NULL,NULL
255606,2021-12-03,2021-12-03,NULL,0,NULL
255607,2021-12-03,NULL,NULL,NULL,NULL
255608,2021-12-03,2021-12-03,NULL,0,NULL
255609,2021-12-03,NULL,NULL,NULL,NULL
255610,2021-12-03,2021-12-03,NULL,0,NULL
255611,2021-12-03,NULL,NULL,NULL,NULL
255612,2021-12-03,NULL,NULL,NULL,NULL
255613,2021-12-03,2022-08-15,NULL,255,NULL
255614,2021-12-03,NULL,NULL,NULL,NULL
255615,2021-12-03,2021-12-06,NULL,3,NULL
255616,2021-12-03,NULL,NULL,NULL,NULL
255617,2021-12-03,NULL,NULL,NULL,NULL
255618,2021-12-03,NULL,NULL,NULL,NULL
255619,2021-12-03,2021-12-04,NULL,1,NULL
255620,2021-12-03,NULL,NULL,NULL,NULL
255621,2021-12-03,NULL,NULL,NULL,NULL
255622,2021-12-03,2021-12-03,NULL,0,NULL
255623,2021-12-03,2021-12-23,NULL,20,NULL
255624,2021-12-03,2021-12-03,NULL,0,NULL
255625,2021-12-03,NULL,NULL,NULL,NULL
255626,2021-12-03,NULL,NULL,NULL,NULL
255627,2021-12-03,NULL,NULL,NULL,NULL
255628,2021-12-03,NULL,NULL,NULL,NULL
255629,2021-12-03,NULL,NULL,NULL,NULL
255630,2021-12-03,2021-12-03,NULL,0,NULL
255631,2021-12-03,NULL,NULL,NULL,NULL
255632,2021-12-03,NULL,NULL,NULL,NULL
255633,2021-12-03,NULL,NULL,NULL,NULL
255634,2021-12-03,2021-12-03,NULL,0,NULL
255635,2021-12-03,NULL,NULL,NULL,NULL
255636,2021-12-03,NULL,NULL,NULL,NULL
255637,2021-12-03,2021-12-03,NULL,0,NULL
255638,2021-12-03,NULL,NULL,NULL,NULL
255639,2021-12-03,NULL,NULL,NULL,NULL
255640,2021-12-03,NULL,NULL,NULL,NULL
255641,2021-12-03,2021-12-03,2021-12-03,0,0
255642,2021-12-03,2021-12-03,NULL,0,NULL
255643,2021-12-03,2021-12-03,NULL,0,NULL
255644,2021-12-03,NULL,NULL,NULL,NULL
255645,2021-12-03,NULL,NULL,NULL,NULL
255646,2021-12-03,2021-12-03,NULL,0,NULL
255647,2021-12-03,NULL,NULL,NULL,NULL
255648,2021-12-03,NULL,NULL,NULL,NULL
255649,2021-12-03,NULL,NULL,NULL,NULL
255650,2021-12-03,2021-12-03,NULL,0,NULL
255651,2021-12-03,NULL,NULL,NULL,NULL
255652,2021-12-03,2021-12-03,NULL,0,NULL
255653,2021-12-03,NULL,NULL,NULL,NULL
255654,2021-12-03,NULL,NULL,NULL,NULL
255655,2021-12-03,NULL,NULL,NULL,NULL
255656,2021-12-03,2021-12-03,NULL,0,NULL
255657,2021-12-03,2021-12-03,NULL,0,NULL
255658,2021-12-03,2021-12-03,NULL,0,NULL
255659,2021-12-03,NULL,NULL,NULL,NULL
255660,2021-12-03,2022-03-04,NULL,91,NULL
255661,2021-12-04,2021-12-04,NULL,0,NULL
255662,2021-12-04,NULL,NULL,NULL,NULL
255663,2021-12-04,NULL,NULL,NULL,NULL
255664,2021-12-04,2021-12-04,NULL,0,NULL
255665,2021-12-04,2021-12-04,NULL,0,NULL
255666,2021-12-04,NULL,NULL,NULL,NULL
255667,2021-12-04,NULL,NULL,NULL,NULL
255668,2021-12-04,2021-12-04,2022-01-25,0,52
255669,2021-12-04,NULL,NULL,NULL,NULL
255670,2021-12-04,2021-12-07,NULL,3,NULL
255671,2021-12-04,NULL,NULL,NULL,NULL
255672,2021-12-04,NULL,NULL,NULL,NULL
255673,2021-12-04,NULL,NULL,NULL,NULL
255674,2021-12-04,NULL,NULL,NULL,NULL
255675,2021-12-04,NULL,NULL,NULL,NULL
255676,2021-12-04,NULL,NULL,NULL,NULL
255677,2021-12-04,2021-12-04,NULL,0,NULL
255678,2021-12-04,NULL,NULL,NULL,NULL
255679,2021-12-04,NULL,NULL,NULL,NULL
255680,2021-12-04,NULL,NULL,NULL,NULL
255681,2021-12-04,NULL,NULL,NULL,NULL
255682,2021-12-04,NULL,NULL,NULL,NULL
255683,2021-12-04,NULL,NULL,NULL,NULL
255684,2021-12-04,2021-12-04,NULL,0,NULL
255685,2021-12-04,NULL,NULL,NULL,NULL
255686,2021-12-04,NULL,NULL,NULL,NULL
255687,2021-12-04,NULL,NULL,NULL,NULL
255688,2021-12-04,NULL,NULL,NULL,NULL
255689,2021-12-04,NULL,NULL,NULL,NULL
255690,2021-12-04,2021-12-04,NULL,0,NULL
255691,2021-12-04,NULL,NULL,NULL,NULL
255692,2021-12-04,2021-12-04,NULL,0,NULL
255693,2021-12-04,NULL,NULL,NULL,NULL
255694,2021-12-04,2021-12-04,NULL,0,NULL
255695,2021-12-04,NULL,NULL,NULL,NULL
255696,2021-12-04,2021-12-04,NULL,0,NULL
255697,2021-12-04,NULL,NULL,NULL,NULL
255698,2021-12-04,2021-12-04,NULL,0,NULL
255699,2021-12-04,NULL,NULL,NULL,NULL
255700,2021-12-04,2021-12-04,NULL,0,NULL
255701,2021-12-04,NULL,NULL,NULL,NULL
255702,2021-12-04,2021-12-04,NULL,0,NULL
255703,2021-12-04,2021-12-04,NULL,0,NULL
255704,2021-12-04,NULL,NULL,NULL,NULL
255705,2021-12-04,NULL,NULL,NULL,NULL
255706,2021-12-04,NULL,NULL,NULL,NULL
255707,2021-12-04,NULL,NULL,NULL,NULL
255708,2021-12-04,NULL,NULL,NULL,NULL
255709,2021-12-04,NULL,NULL,NULL,NULL
255710,2021-12-04,NULL,NULL,NULL,NULL
255711,2021-12-04,2021-12-06,NULL,2,NULL
255712,2021-12-04,NULL,NULL,NULL,NULL
255713,2021-12-04,2021-12-04,NULL,0,NULL
255714,2021-12-04,2021-12-04,NULL,0,NULL
